Trace # |  Acc # | Op         | ID | VAddr          | VV | Value              | VvV | TLB PAddr 
   6796 |   6777 | STORE      | 12 | 0x00000830bdb0 | 1  | 0x0000000000000000 | 1   |           
   6797 |   6778 | STORE      | 13 | 0x00000830bdc0 | 1  | 0x0000000000000000 | 1   |           
   6798 |   6779 | STORE      | 14 | 0x00000830bdd0 | 1  | 0x0000000000000000 | 1   |           
   6799 |   6780 | STORE      | 15 | 0x00000830bde0 | 1  | 0x0000000000000000 | 1   |           
   6800 |   6781 | LOAD       | 5  | 0x7fff10a1e610 | 1  | 0x00007fff10a1e630 | 1   |           
   6801 |   6782 | LOAD       | 6  | 0x7fff10a1e618 | 1  | 0x0000000000418019 | 1   |           
   6802 |   6783 | LOAD       | 7  | 0x7fff10a1e628 | 1  | 0x0000000000000021 | 1   |           
   6803 |   6784 | LOAD       | 0  | 0x7fff10a1e630 | 1  | 0x00007fff10a1f650 | 1   |           
   6804 |   6785 | STORE      | 8  | 0x7fff10a1e630 | 1  | 0x00007fff10a1f650 | 1   |           
   6805 |   6786 | STORE      | 9  | 0x7fff10a1e628 | 1  | 0x0000000000000021 | 1   |           
   6806 |   6787 | STORE      | 10 | 0x7fff10a1e620 | 1  | 0x0000000000000000 | 1   |           
   6807 |   6788 | LOAD       | 1  | 0x0000004b6038 | 1  | 0x0000000000000001 | 1   |           
   6808 |   6789 | STORE      | 11 | 0x7fff10a1e608 | 1  | 0x0000000000417f5e | 1   |           
   6809 |   6790 | STORE      | 12 | 0x7fff10a1e600 | 1  | 0x00007fff10a1e610 | 1   |           
   6810 |   6791 | STORE      | 13 | 0x7fff10a1e5f8 | 1  | 0x00007fff10a1f778 | 1   |           
   6811 |   6792 | STORE      | 14 | 0x7fff10a1e5f0 | 1  | 0x0000000000000002 | 1   |           
   6812 |   6793 | STORE      | 15 | 0x7fff10a1e5e8 | 1  | 0x0000000000000000 | 1   |           
   6813 |   6794 | STORE      | 8  | 0x7fff10a1e5e0 | 1  | 0x0000000000000000 | 1   |           
   6814 |   6795 | STORE      | 9  | 0x7fff10a1e5d8 | 1  | 0x0000000000417e6f | 1   |           
   6815 |   6796 | LOAD       | 2  | 0x0000004cc8a0 | 1  | 0x0000000000000080 | 1   |           
   6816 |   6797 | LOAD       | 3  | 0x0000004b57b8 | 1  | 0x0000000000000000 | 1   |           
   6817 |   6798 | LOAD       | 4  | 0x0000004b5838 | 1  | 0x00000000004b5820 | 1   |           
   6818 |   6799 | STORE      | 10 | 0x7fff10a1e5c0 | 1  | 0x00000000004b5000 | 1   |           
   6819 |   6800 | LOAD       | 5  | 0x00000830b398 | 1  | 0x000000000830bd50 | 1   |           
   6820 |   6801 | LOAD       | 6  | 0x0000004b5768 | 1  | 0x0000000000000040 | 1   |           
   6821 |   6802 | LOAD       | 7  | 0x0000004b5818 | 1  | 0x00000000004b5800 | 1   |           
   6822 |   6803 | LOAD       | 0  | 0x0000004b6000 | 1  | 0x0000000000000000 | 1   |           
   6823 |   6804 | LOAD       | 1  | 0x0000004b6004 | 1  | 0x0000000000000000 | 1   |           
   6824 |   6805 | LOAD       | 2  | 0x0000004b6008 | 1  | 0x0000000000000000 | 1   |           
   6825 |   6806 | LOAD       | 3  | 0x0000004b600c | 1  | 0x0000000000000000 | 1   |           
   6826 |   6807 | LOAD       | 4  | 0x0000004b5800 | 1  | 0x000000000830c040 | 1   |           
   6827 |   6808 | LOAD       | 5  | 0x00000830c048 | 1  | 0x0000000000020fc1 | 1   |           
   6828 |   6809 | LOAD       | 6  | 0x0000004b6028 | 1  | 0x00000000000212c0 | 1   |           
   6829 |   6810 | STORE      | 11 | 0x0000004b5800 | 1  | 0x000000000830c040 | 1   |           
   6830 |   6811 | STORE      | 12 | 0x00000830c048 | 1  | 0x0000000000020fc1 | 1   |           
   6831 |   6812 | STORE      | 13 | 0x00000830c078 | 1  | 0x0000000000000000 | 1   |           
   6832 |   6813 | STORE      | 14 | 0x7fff10a1e598 | 1  | 0x00000000000002f8 | 1   |           
   6833 |   6814 | LOAD       | 7  | 0x0000004cc89c | 1  | 0x0000000000000000 | 1   |           
   6834 |   6815 | LOAD       | 0  | 0x7fff10a1e598 | 1  | 0x0000000000417bff | 1   |           
   6835 |   6816 | LOAD       | 1  | 0x7fff10a1e5d8 | 1  | 0x0000000000000021 | 1   |           
   6836 |   6817 | LOAD       | 2  | 0x7fff10a1e5e0 | 1  | 0x00007fff10a1f778 | 1   |           
   6837 |   6818 | LOAD       | 3  | 0x7fff10a1e5e8 | 1  | 0x0000000000000000 | 1   |           
   6838 |   6819 | LOAD       | 4  | 0x7fff10a1e5f0 | 1  | 0x00000000004b5000 | 1   |           
   6839 |   6820 | LOAD       | 5  | 0x7fff10a1e5f8 | 1  | 0x0000000000400558 | 1   |           
   6840 |   6821 | LOAD       | 6  | 0x7fff10a1e600 | 1  | 0x00007fff10a1e630 | 1   |           
   6841 |   6822 | LOAD       | 7  | 0x7fff10a1e608 | 1  | 0x0000000000417e6f | 1   |           
   6842 |   6823 | LOAD       | 0  | 0x00000830c048 | 1  | 0x0000000000000031 | 1   |           
   6843 |   6824 | LOAD       | 1  | 0x7fff10a1e620 | 1  | 0x0000000000000002 | 1   |           
   6844 |   6825 | LOAD       | 2  | 0x7fff10a1e628 | 1  | 0x00007fff10a1f778 | 1   |           
   6845 |   6826 | LOAD       | 3  | 0x7fff10a1e630 | 1  | 0x00007fff10a1f650 | 1   |           
   6846 |   6827 | LOAD       | 4  | 0x7fff10a1e638 | 1  | 0x0000000000429a59 | 1   |           
   6847 |   6828 | LOAD       | 5  | 0x7fff10a1e648 | 1  | 0x000000000000001f | 1   |           
   6848 |   6829 | STORE      | 15 | 0x7fff10a1e648 | 1  | 0x000000000000001f | 1   |           
   6849 |   6830 | LOAD       | 6  | 0x7fff10a1e640 | 1  | 0x00007fff10a1e650 | 1   |           
   6850 |   6831 | LOAD       | 7  | 0x0000004b5068 | 1  | 0x000000000041e650 | 1   |           
   6851 |   6832 | STORE      | 8  | 0x7fff10a1e638 | 1  | 0x0000000000429a59 | 1   |           
   6852 |   6833 | LOAD       | 0  | 0x7fff10a1e650 | 1  | 0x616e2f656d6f682f | 1   |           
   6853 |   6834 | LOAD       | 1  | 0x7fff10a1e65f | 1  | 0x656d2f6163612f61 | 1   |           
   6854 |   6835 | STORE      | 9  | 0x00000830c050 | 1  | 0x0000000000000000 | 1   |           
   6855 |   6836 | STORE      | 10 | 0x00000830c05f | 1  | 0x0000000000000061 | 1   |           
   6856 |   6837 | LOAD       | 2  | 0x7fff10a1e638 | 1  | 0x0000000000429a7c | 1   |           
   6857 |   6838 | LOAD       | 3  | 0x7fff10a1e648 | 1  | 0x000000000830c050 | 1   |           
   6858 |   6839 | STORE      | 11 | 0x00000830c06f | 1  | 0x0000000000000000 | 1   |           
   6859 |   6840 | LOAD       | 4  | 0x7fff10a1f650 | 1  | 0x00007fff10a1f6d0 | 1   |           
   6860 |   6841 | LOAD       | 5  | 0x7fff10a1f658 | 1  | 0x000000000042cdfa | 1   |           
   6861 |   6842 | LOAD       | 6  | 0x0000004cc950 | 1  | 0x00007fb0296fe000 | 1   |           
   6862 |   6843 | STORE      | 12 | 0x0000004b6548 | 1  | 0x0000000000000000 | 1   |           
   6863 |   6844 | LOAD       | 7  | 0x0000004cc9e0 | 1  | 0x0000000000400040 | 1   |           
   6864 |   6845 | STORE      | 13 | 0x0000004b64a0 | 1  | 0x0000000000000000 | 1   |           
   6865 |   6846 | LOAD       | 0  | 0x0000004cc9d8 | 1  | 0x000000000000000c | 1   |           
   6866 |   6847 | STORE      | 14 | 0x0000004b64b0 | 1  | 0x0000000000000000 | 1   |           
   6867 |   6848 | STORE      | 15 | 0x7fff10a1f658 | 1  | 0x000000000042cdfa | 1   |           
   6868 |   6849 | STORE      | 8  | 0x7fff10a1f650 | 1  | 0x00007fff10a1f6d0 | 1   |           
   6869 |   6850 | STORE      | 9  | 0x7fff10a1f648 | 1  | 0x000000000000c000 | 1   |           
   6870 |   6851 | STORE      | 10 | 0x7fff10a1f640 | 1  | 0x0000000000008000 | 1   |           
   6871 |   6852 | STORE      | 11 | 0x7fff10a1f638 | 1  | 0x000000000040548f | 1   |           
   6872 |   6853 | STORE      | 12 | 0x7fff10a1f630 | 1  | 0x00007fff10a1f700 | 1   |           
   6873 |   6854 | STORE      | 13 | 0x7fff10a1f628 | 1  | 0x0000000000000040 | 1   |           
   6874 |   6855 | STORE      | 14 | 0x7fff10a1f618 | 1  | 0x0000000000000008 | 1   |           
   6875 |   6856 | STORE      | 15 | 0x7fff10a1f610 | 1  | 0x0000000000800000 | 1   |           
   6876 |   6857 | STORE      | 8  | 0x7fff10a1f60c | 1  | 0x0000000000000000 | 1   |           
   6877 |   6858 | STORE      | 9  | 0x7fff10a1f5f8 | 1  | 0x000000030000001b | 1   |           
   6878 |   6859 | LOAD       | 1  | 0x0000004b5080 | 1  | 0x0000000000421c40 | 1   |           
   6879 |        | TLB_FILL   | x  | 0x00000047f000 | 1  | 0x0                | 0   | 0x20013000
   6880 |   6860 | LOAD       | 2  | 0x00000047fc99 | 1  | 0x5e005d59795b5e00 | 1   |           
   6881 |   6861 | LOAD       | 3  | 0x7fff10a1f5f8 | 1  | 0x0000000000429651 | 1   |           
   6882 |   6862 | STORE      | 10 | 0x7fff10a1f5f8 | 1  | 0x0000000000429651 | 1   |           
   6883 |   6863 | LOAD       | 4  | 0x0000004b5770 | 1  | 0x0000000000000411 | 1   |           
   6884 |   6864 | STORE      | 11 | 0x7fff10a1f5f0 | 1  | 0x0000000000800001 | 1   |           
   6885 |   6865 | STORE      | 12 | 0x7fff10a1f5e8 | 1  | 0x0000000000000000 | 1   |           
   6886 |   6866 | STORE      | 13 | 0x7fff10a1f5e0 | 1  | 0x0000000000000000 | 1   |           
   6887 |   6867 | STORE      | 14 | 0x7fff10a1f5d8 | 1  | 0x0000000000404818 | 1   |           
   6888 |   6868 | STORE      | 15 | 0x7fff10a1f5d0 | 1  | 0x00007fff10a1f630 | 1   |           
   6889 |   6869 | LOAD       | 5  | 0x0000004b6038 | 1  | 0x0000000000000001 | 1   |           
   6890 |   6870 | LOAD       | 6  | 0x0000004b5800 | 1  | 0x000000000830c070 | 1   |           
   6891 |   6871 | LOAD       | 7  | 0x00000830c078 | 1  | 0x0000000000020f91 | 1   |           
   6892 |   6872 | STORE      | 8  | 0x7fff10a1f5b8 | 1  | 0x00000000000000c5 | 1   |           
   6893 |   6873 | STORE      | 9  | 0x7fff10a1f5b0 | 1  | 0x00000000000000f0 | 1   |           
   6894 |   6874 | STORE      | 10 | 0x7fff10a1f5a8 | 1  | 0x0000098000000980 | 1   |           
   6895 |   6875 | STORE      | 11 | 0x7fff10a1f5a0 | 1  | 0x0000098000000980 | 1   |           
   6896 |   6876 | STORE      | 12 | 0x7fff10a1f598 | 1  | 0x0000098000000980 | 1   |           
   6897 |   6877 | STORE      | 13 | 0x7fff10a1f590 | 1  | 0x0000098000000980 | 1   |           
   6898 |   6878 | STORE      | 14 | 0x7fff10a1f588 | 1  | 0x0000098000000980 | 1   |           
   6899 |   6879 | LOAD       | 0  | 0x0000004cc8a0 | 1  | 0x0000000000000080 | 1   |           
   6900 |   6880 | LOAD       | 1  | 0x0000004b57a8 | 1  | 0x0000000000000000 | 1   |           
   6901 |   6881 | STORE      | 15 | 0x7fff10a1f570 | 1  | 0x0000034000000340 | 1   |           
   6902 |   6882 | LOAD       | 2  | 0x00000830b398 | 1  | 0x000000000830bd50 | 1   |           
   6903 |   6883 | LOAD       | 3  | 0x0000004b5768 | 1  | 0x0000000000000040 | 1   |           
   6904 |   6884 | LOAD       | 4  | 0x0000004b5818 | 1  | 0x00000000004b5800 | 1   |           
   6905 |   6885 | LOAD       | 5  | 0x0000004b5c30 | 1  | 0x00000000004b5c20 | 1   |           
   6906 |   6886 | LOAD       | 6  | 0x0000004b6008 | 1  | 0x0000000000000000 | 1   |           
   6907 |   6887 | LOAD       | 7  | 0x0000004b600c | 1  | 0x0000000000000000 | 1   |           
   6908 |   6888 | LOAD       | 0  | 0x0000004b5800 | 1  | 0x000000000830c070 | 1   |           
   6909 |   6889 | LOAD       | 1  | 0x00000830c078 | 1  | 0x0000000000020f91 | 1   |           
   6910 |   6890 | LOAD       | 2  | 0x0000004b6028 | 1  | 0x00000000000212c0 | 1   |           
   6911 |   6891 | STORE      | 8  | 0x0000004b5800 | 1  | 0x000000000830c070 | 1   |           
   6912 |   6892 | STORE      | 9  | 0x00000830c078 | 1  | 0x0000000000020f91 | 1   |           
   6913 |   6893 | STORE      | 10 | 0x00000830c568 | 1  | 0x0000000000000000 | 1   |           
   6914 |   6894 | STORE      | 11 | 0x7fff10a1f548 | 1  | 0x0000000700000000 | 1   |           
   6915 |   6895 | LOAD       | 3  | 0x0000004cc89c | 1  | 0x0000000000000000 | 1   |           
   6916 |   6896 | LOAD       | 4  | 0x7fff10a1f548 | 1  | 0x0000000000417bff | 1   |           
   6917 |   6897 | LOAD       | 5  | 0x7fff10a1f588 | 1  | 0x00000000004b57a0 | 1   |           
   6918 |   6898 | LOAD       | 6  | 0x7fff10a1f590 | 1  | 0x00000000000004d9 | 1   |           
   6919 |   6899 | LOAD       | 7  | 0x7fff10a1f598 | 1  | 0x000000000830c070 | 1   |           
   6920 |   6900 | LOAD       | 0  | 0x7fff10a1f5a0 | 1  | 0x0000000000020f90 | 1   |           
   6921 |   6901 | LOAD       | 1  | 0x7fff10a1f5a8 | 1  | 0x0000000000000000 | 1   |           
   6922 |   6902 | LOAD       | 2  | 0x7fff10a1f5b0 | 1  | 0x00007fff10a1f5f0 | 1   |           
   6923 |   6903 | LOAD       | 3  | 0x7fff10a1f5b8 | 1  | 0x0000000000418080 | 1   |           
   6924 |   6904 | LOAD       | 4  | 0x00000830c078 | 1  | 0x00000000000004f1 | 1   |           
   6925 |   6905 | LOAD       | 5  | 0x0000004b6038 | 1  | 0x0000000000000001 | 1   |           
   6926 |   6906 | LOAD       | 6  | 0x0000004cc89c | 1  | 0x0000000000000000 | 1   |           
   6927 |   6907 | LOAD       | 7  | 0x7fff10a1f5d0 | 1  | 0x0000000000000002 | 1   |           
   6928 |   6908 | LOAD       | 0  | 0x7fff10a1f5d8 | 1  | 0x0000000000000000 | 1   |           
   6929 |   6909 | LOAD       | 1  | 0x7fff10a1f5e0 | 1  | 0x000000000047fc99 | 1   |           
   6930 |   6910 | LOAD       | 2  | 0x7fff10a1f5e8 | 1  | 0x0000000000000000 | 1   |           
   6931 |   6911 | LOAD       | 3  | 0x7fff10a1f5f0 | 1  | 0x00007fff10a1f650 | 1   |           
   6932 |   6912 | LOAD       | 4  | 0x0000004b5058 | 1  | 0x0000000000420dc0 | 1   |           
   6933 |   6913 | LOAD       | 5  | 0x0000004b50b0 | 1  | 0x0000000000000800 | 1   |           
   6934 |   6914 | STORE      | 12 | 0x00000830c080 | 1  | 0x0000000000000000 | 1   |           
   6935 |   6915 | STORE      | 13 | 0x00000830c0a0 | 1  | 0x0000000000000000 | 1   |           
   6936 |   6916 | STORE      | 14 | 0x00000830c0c0 | 1  | 0x0000000000000000 | 1   |           
   6937 |   6917 | STORE      | 15 | 0x00000830c0e0 | 1  | 0x0000000000000000 | 1   |           
   6938 |   6918 | STORE      | 8  | 0x00000830c100 | 1  | 0x0000000000000000 | 1   |           
   6939 |   6919 | STORE      | 9  | 0x00000830c120 | 1  | 0x0000000000000000 | 1   |           
   6940 |   6920 | STORE      | 10 | 0x00000830c140 | 1  | 0x0000000000000000 | 1   |           
   6941 |   6921 | STORE      | 11 | 0x00000830c160 | 1  | 0x0000000000000000 | 1   |           
   6942 |   6922 | STORE      | 12 | 0x00000830c180 | 1  | 0x0000000000000000 | 1   |           
   6943 |   6923 | STORE      | 13 | 0x00000830c1a0 | 1  | 0x0000000000000000 | 1   |           
   6944 |   6924 | STORE      | 14 | 0x00000830c1c0 | 1  | 0x0000000000000000 | 1   |           
   6945 |   6925 | STORE      | 15 | 0x00000830c1e0 | 1  | 0x0000000000000000 | 1   |           
   6946 |   6926 | STORE      | 8  | 0x00000830c200 | 1  | 0x0000000000000000 | 1   |           
   6947 |   6927 | STORE      | 9  | 0x00000830c220 | 1  | 0x0000000000000000 | 1   |           
   6948 |   6928 | STORE      | 10 | 0x00000830c240 | 1  | 0x0000000000000000 | 1   |           
   6949 |   6929 | STORE      | 11 | 0x00000830c260 | 1  | 0x0000000000000000 | 1   |           
   6950 |   6930 | STORE      | 12 | 0x00000830c280 | 1  | 0x0000000000000000 | 1   |           
   6951 |   6931 | STORE      | 13 | 0x00000830c2a0 | 1  | 0x0000000000000000 | 1   |           
   6952 |   6932 | STORE      | 14 | 0x00000830c2c0 | 1  | 0x0000000000000000 | 1   |           
   6953 |   6933 | STORE      | 15 | 0x00000830c2e0 | 1  | 0x0000000000000000 | 1   |           
   6954 |   6934 | STORE      | 8  | 0x00000830c300 | 1  | 0x0000000000000000 | 1   |           
   6955 |   6935 | STORE      | 9  | 0x00000830c320 | 1  | 0x0000000000000000 | 1   |           
   6956 |   6936 | STORE      | 10 | 0x00000830c340 | 1  | 0x0000000000000000 | 1   |           
   6957 |   6937 | STORE      | 11 | 0x00000830c360 | 1  | 0x0000000000000000 | 1   |           
   6958 |   6938 | STORE      | 12 | 0x00000830c380 | 1  | 0x0000000000000000 | 1   |           
   6959 |   6939 | STORE      | 13 | 0x00000830c3a0 | 1  | 0x0000000000000000 | 1   |           
   6960 |   6940 | STORE      | 14 | 0x00000830c3c0 | 1  | 0x0000000000000000 | 1   |           
   6961 |   6941 | STORE      | 15 | 0x00000830c3e0 | 1  | 0x0000000000000000 | 1   |           
   6962 |   6942 | STORE      | 8  | 0x00000830c400 | 1  | 0x0000000000000000 | 1   |           
   6963 |   6943 | STORE      | 9  | 0x00000830c420 | 1  | 0x0000000000000000 | 1   |           
   6964 |   6944 | STORE      | 10 | 0x00000830c440 | 1  | 0x0000000000000000 | 1   |           
   6965 |   6945 | STORE      | 11 | 0x00000830c460 | 1  | 0x0000000000000000 | 1   |           
   6966 |   6946 | STORE      | 12 | 0x00000830c480 | 1  | 0x0000000000000000 | 1   |           
   6967 |   6947 | STORE      | 13 | 0x00000830c4a0 | 1  | 0x0000000000000000 | 1   |           
   6968 |   6948 | STORE      | 14 | 0x00000830c4c0 | 1  | 0x0000000000000000 | 1   |           
   6969 |   6949 | STORE      | 15 | 0x00000830c4e0 | 1  | 0x0000000000000000 | 1   |           
   6970 |   6950 | STORE      | 8  | 0x00000830c4e8 | 1  | 0x0000000000000000 | 1   |           
   6971 |   6951 | STORE      | 9  | 0x00000830c508 | 1  | 0x0000000000000000 | 1   |           
   6972 |   6952 | STORE      | 10 | 0x00000830c528 | 1  | 0x0000000000000000 | 1   |           
   6973 |   6953 | STORE      | 11 | 0x00000830c548 | 1  | 0x0000000000000000 | 1   |           
   6974 |   6954 | LOAD       | 6  | 0x7fff10a1f5f8 | 1  | 0x0000000000429666 | 1   |           
   6975 |   6955 | STORE      | 12 | 0x00000830c0a8 | 1  | 0x0000000000000000 | 1   |           
   6976 |   6956 | STORE      | 13 | 0x00000830c388 | 1  | 0x0000000000000000 | 1   |           
   6977 |   6957 | STORE      | 14 | 0x00000830c0b8 | 1  | 0x0000000000000000 | 1   |           
   6978 |   6958 | LOAD       | 7  | 0x0000004b5018 | 1  | 0x000000000041e680 | 1   |           
   6979 |   6959 | STORE      | 15 | 0x7fff10a1f5f8 | 1  | 0x0000000000429666 | 1   |           
   6980 |   6960 | LOAD       | 0  | 0x00000047fc99 | 1  | 0x0000000000000000 | 1   |           
   6981 |   6961 | STORE      | 8  | 0x00000830c558 | 1  | 0x0000000000000000 | 1   |           
   6982 |   6962 | LOAD       | 1  | 0x7fff10a1f5f8 | 1  | 0x00000000004296a3 | 1   |           
   6983 |   6963 | LOAD       | 2  | 0x7fff10a1f618 | 1  | 0x000000000047fc99 | 1   |           
   6984 |   6964 | LOAD       | 3  | 0x7fff10a1f610 | 1  | 0x0000000000000001 | 1   |           
   6985 |   6965 | STORE      | 9  | 0x00000830c550 | 1  | 0x0000000000000000 | 1   |           
   6986 |   6966 | STORE      | 10 | 0x00000830c540 | 1  | 0x0000000000000000 | 1   |           
   6987 |   6967 | LOAD       | 4  | 0x00000047fc99 | 1  | 0x0000000000000000 | 1   |           
   6988 |   6968 | STORE      | 11 | 0x00000830c088 | 1  | 0x0000000000000000 | 1   |           
   6989 |   6969 | LOAD       | 5  | 0x00000830c3d4 | 1  | 0x0000000000000000 | 1   |           
   6990 |   6970 | STORE      | 12 | 0x00000830c3d4 | 1  | 0x0000000000000000 | 1   |           
   6991 |   6971 | LOAD       | 6  | 0x0000004ccc65 | 1  | 0x0000000000000000 | 1   |           
   6992 |   6972 | STORE      | 13 | 0x00000830c494 | 1  | 0x0000000000000000 | 1   |           
   6993 |   6973 | STORE      | 14 | 0x00000830c0b0 | 1  | 0x0000000000000000 | 1   |           
   6994 |   6974 | STORE      | 15 | 0x00000830c398 | 1  | 0x0000000000000000 | 1   |           
   6995 |   6975 | STORE      | 8  | 0x00000830c448 | 1  | 0x0000000000000000 | 1   |           
   6996 |   6976 | STORE      | 9  | 0x00000830c440 | 1  | 0x0000000000000000 | 1   |           
   6997 |   6977 | LOAD       | 7  | 0x0000004b6140 | 1  | 0x00000000004b61c0 | 1   |           
   6998 |   6978 | STORE      | 10 | 0x00000830c420 | 1  | 0x0000000000000000 | 1   |           
   6999 |   6979 | LOAD       | 0  | 0x7fff10a1f60c | 1  | 0x0000000000000000 | 1   |           
   7000 |   6980 | STORE      | 11 | 0x00000830c428 | 1  | 0x0000000000000000 | 1   |           
   7001 |   6981 | STORE      | 12 | 0x00000830c450 | 1  | 0x0000000000000000 | 1   |           
   7002 |   6982 | LOAD       | 1  | 0x7fff10a1f628 | 1  | 0x0000000000000002 | 1   |           
   7003 |   6983 | LOAD       | 2  | 0x7fff10a1f630 | 1  | 0x00007fff10a1f778 | 1   |           
   7004 |   6984 | LOAD       | 3  | 0x7fff10a1f638 | 1  | 0x0000000000000000 | 1   |           
   7005 |   6985 | LOAD       | 4  | 0x7fff10a1f640 | 1  | 0x00000000004b5000 | 1   |           
   7006 |   6986 | LOAD       | 5  | 0x7fff10a1f648 | 1  | 0x0000000000400558 | 1   |           
   7007 |   6987 | LOAD       | 6  | 0x7fff10a1f650 | 1  | 0x00007fff10a1f6d0 | 1   |           
   7008 |   6988 | LOAD       | 7  | 0x7fff10a1f658 | 1  | 0x000000000042ce4a | 1   |           
   7009 |   6989 | LOAD       | 0  | 0x0000004cc950 | 1  | 0x00007fb0296fe000 | 1   |           
   7010 |        | TLB_FILL   | x  | 0x7fb0296fe000 | 1  | 0x0                | 0   | 0x20014000
   7011 |   6990 | LOAD       | 1  | 0x7fb0296fe020 | 1  | 0x0000000000000040 | 1   |           
   7012 |   6991 | LOAD       | 2  | 0x7fb0296fe038 | 1  | 0x0000000000000004 | 1   |           
   7013 |   6992 | STORE      | 13 | 0x00000830c370 | 1  | 0x0000000000000000 | 1   |           
   7014 |   6993 | STORE      | 14 | 0x00000830c360 | 1  | 0x0000000000000000 | 1   |           
   7015 |   6994 | LOAD       | 3  | 0x7fb0296fe040 | 1  | 0x0000000000000001 | 1   |           
   7016 |   6995 | LOAD       | 4  | 0x7fb0296fe050 | 1  | 0x0000000000000000 | 1   |           
   7017 |   6996 | LOAD       | 5  | 0x00000830c080 | 1  | 0x0000000000000000 | 1   |           
   7018 |   6997 | STORE      | 15 | 0x00000830c080 | 1  | 0x0000000000000000 | 1   |           
   7019 |   6998 | LOAD       | 6  | 0x7fb0296fe068 | 1  | 0x00000000000017fb | 1   |           
   7020 |   6999 | LOAD       | 7  | 0x00000830c418 | 1  | 0x0000000000000000 | 1   |           
   7021 |   7000 | STORE      | 8  | 0x00000830c418 | 1  | 0x0000000000000000 | 1   |           
   7022 |   7001 | LOAD       | 0  | 0x7fb0296fe078 | 1  | 0x0000000000000002 | 1   |           
   7023 |   7002 | LOAD       | 1  | 0x7fb0296fe088 | 1  | 0x0000000000000438 | 1   |           
   7024 |   7003 | LOAD       | 2  | 0x00000830c3d6 | 1  | 0x0000000000000000 | 1   |           
   7025 |   7004 | STORE      | 9  | 0x00000830c090 | 1  | 0x0000000000000000 | 1   |           
   7026 |   7005 | LOAD       | 3  | 0x7fb0296fe0a0 | 1  | 0x0000000000000120 | 1   |           
   7027 |   7006 | STORE      | 10 | 0x00000830c372 | 1  | 0x0000000000000000 | 1   |           
   7028 |   7007 | LOAD       | 4  | 0x7fb0296fe07c | 1  | 0x0000000000000004 | 1   |           
   7029 |   7008 | STORE      | 11 | 0x00000830c3d6 | 1  | 0x0000000000000000 | 1   |           
   7030 |   7009 | LOAD       | 5  | 0x7fb0296fe0b0 | 1  | 0x0000000000000004 | 1   |           
   7031 |   7010 | LOAD       | 6  | 0x7fb0296fe0e8 | 1  | 0x000000006474e550 | 1   |           
   7032 |   7011 | LOAD       | 7  | 0x00000830c418 | 1  | 0x00000000000017fb | 1   |           
   7033 |   7012 | LOAD       | 0  | 0x00000830c080 | 1  | 0x0000000000000000 | 1   |           
   7034 |   7013 | STORE      | 12 | 0x00000830c080 | 1  | 0x0000000000000000 | 1   |           
   7035 |   7014 | LOAD       | 1  | 0x00000830c090 | 1  | 0x0000000000000438 | 1   |           
   7036 |   7015 | STORE      | 13 | 0x00000830c090 | 1  | 0x0000000000000438 | 1   |           
   7037 |   7016 | STORE      | 14 | 0x00000830c410 | 1  | 0x0000000000000000 | 1   |           
   7038 |   7017 | LOAD       | 2  | 0x7fb0296fe438 | 1  | 0x000000000000000e | 1   |           
   7039 |   7018 | STORE      | 15 | 0x00000830c130 | 1  | 0x0000000000000000 | 1   |           
   7040 |   7019 | LOAD       | 3  | 0x7fb0296fe448 | 1  | 0x0000000000000010 | 1   |           
   7041 |   7020 | STORE      | 8  | 0x00000830c140 | 1  | 0x0000000000000000 | 1   |           
   7042 |   7021 | LOAD       | 4  | 0x7fb0296fe458 | 1  | 0x0000000000000004 | 1   |           
   7043 |   7022 | STORE      | 9  | 0x00000830c0e0 | 1  | 0x0000000000000000 | 1   |           
   7044 |   7023 | LOAD       | 5  | 0x7fb0296fe468 | 1  | 0x000000006ffffef5 | 1   |           
   7045 |   7024 | STORE      | 10 | 0x00000830c358 | 1  | 0x0000000000000000 | 1   |           
   7046 |   7025 | LOAD       | 6  | 0x7fb0296fe478 | 1  | 0x0000000000000005 | 1   |           
   7047 |   7026 | STORE      | 11 | 0x00000830c0e8 | 1  | 0x0000000000000000 | 1   |           
   7048 |   7027 | LOAD       | 7  | 0x7fb0296fe488 | 1  | 0x0000000000000006 | 1   |           
   7049 |   7028 | STORE      | 12 | 0x00000830c0f0 | 1  | 0x0000000000000000 | 1   |           
   7050 |   7029 | LOAD       | 0  | 0x7fb0296fe498 | 1  | 0x000000000000000a | 1   |           
   7051 |   7030 | STORE      | 13 | 0x00000830c110 | 1  | 0x0000000000000000 | 1   |           
   7052 |   7031 | LOAD       | 1  | 0x7fb0296fe4a8 | 1  | 0x000000000000000b | 1   |           
   7053 |   7032 | STORE      | 14 | 0x00000830c118 | 1  | 0x0000000000000000 | 1   |           
   7054 |   7033 | LOAD       | 2  | 0x7fb0296fe4b8 | 1  | 0x000000006ffffffc | 1   |           
   7055 |   7034 | STORE      | 15 | 0x00000830c228 | 1  | 0x0000000000000000 | 1   |           
   7056 |   7035 | LOAD       | 3  | 0x7fb0296fe4c8 | 1  | 0x000000006ffffffd | 1   |           
   7057 |   7036 | STORE      | 8  | 0x00000830c220 | 1  | 0x0000000000000000 | 1   |           
   7058 |   7037 | LOAD       | 4  | 0x7fb0296fe4d8 | 1  | 0x000000000000001e | 1   |           
